0,20.818,0.0
1,15.982,0.0
2,11.391,0.0
3,7.998,0.0
4,5.135,0.0
5,3.132,0.0
6,1.934,0.0
7,1.124,0.0
8,0.61,0.0
9,0.204,0.0
10,0.002,0.0
11,-0.134,0.0
12,-0.175,0.0
13,-0.229,0.0
14,-0.229,0.0
15,-0.216,0.0
16,-0.202,0.0
17,-0.216,0.0
18,-0.202,0.0
19,-0.216,0.0
20,-0.202,0.0
21,-0.216,0.0
22,-0.229,0.0
23,-0.229,0.0
24,-0.256,0.0
25,-0.269,0.0
26,-0.256,0.0
27,-0.297,0.0
28,-0.297,0.0
29,-0.31,0.0
30,-0.337,0.0
31,-0.351,0.0
32,-0.364,0.0
33,-0.377,0.0
34,-0.391,0.0
35,-0.419,0.0
36,-0.419,0.0
37,-0.446,0.0
38,-0.459,0.0
39,-0.487,0.0
40,-0.5,0.0
41,-0.5,0.0
42,-0.527,0.0
43,-0.541,0.0
44,-0.567,0.0
45,-0.581,0.0
46,-0.581,0.0
47,-0.608,0.0
48,-0.622,0.0
49,-0.635,0.0
50,-0.662,0.0
51,-0.662,0.0
52,-0.717,0.0
53,-0.703,0.0
54,-0.717,0.0
55,-0.771,0.0
56,-0.784,0.0
57,-0.757,0.0
58,-0.771,0.0
59,-0.812,0.0
60,-0.812,0.0
61,-0.825,0.0
62,-0.866,0.0
63,-0.892,0.0
64,-0.892,0.0
65,-0.892,0.0
66,-0.934,0.0
67,-0.934,0.0
68,-0.947,0.0
69,-0.988,0.0
70,-0.988,0.0
71,-1.002,0.0
72,-1.015,0.0
73,-1.042,0.0
74,-1.082,0.0
75,-1.056,0.0
76,-1.096,0.0
77,-1.111,0.0
78,-1.124,0.0
79,-1.138,0.0
80,-1.164,0.0
81,-1.192,0.0
82,-1.205,0.0
83,-1.192,0.0
84,-1.218,0.0
85,-1.218,0.0
86,-1.272,0.0
87,-1.286,0.0
88,-1.3,0.0
89,-1.313,0.0
90,-1.328,0.0
91,-1.341,0.0
92,-1.368,0.0
93,-1.368,0.0
94,-1.408,0.0
95,-1.395,0.0
96,-1.422,0.0
97,-1.462,0.0
98,-1.449,0.0
99,-1.462,0.0
100,-1.504,0.0
101,-1.504,0.0
102,-1.518,0.0
103,-1.544,0.0
104,-1.558,0.0
105,-1.572,0.0
106,-1.572,0.0
107,-1.626,0.0
108,-1.639,0.0
109,-1.652,0.0
110,-1.652,0.0
111,-1.666,0.0
112,-1.666,0.0
113,-1.708,0.0
114,-1.721,0.0
115,-1.721,0.0
116,-1.734,0.0
117,-1.788,0.0
118,-1.788,0.0
119,-1.844,0.0
120,-1.829,0.0
121,-1.844,0.0
122,-1.87,0.0
123,-1.898,0.0
124,-1.87,0.0
125,-1.898,0.0
126,-1.911,0.0
127,-1.952,0.0
128,-1.952,0.0
129,-1.978,0.0
130,-2.007,0.0
131,-2.007,0.0
132,-2.007,0.0
133,-2.034,0.0
134,-2.06,0.0
135,-2.074,0.0
136,-2.088,0.0
137,-2.101,0.0
138,-2.143,0.0
139,-2.156,0.0
140,-2.156,0.0
141,-2.183,0.0
142,-2.197,0.0
143,-2.21,0.0
144,-2.224,0.0
145,-2.237,0.0
146,-2.264,0.0
147,-2.278,0.0
148,-2.278,0.0
